EventID,Channel,Computer,Provider,TimeCreated,PC1,PC2
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:36.219534,0.0012267698621144518,5.708159482381405
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:36.585159,0.007218811180791818,33.685976438051725
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:36.842638,0.007218811180791818,33.685976438051725
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.004246,0.0014407713388209231,6.707367230798202
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.004320,0.0016547728155273944,7.706574979215
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.004396,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.004416,-0.001769250797224231,-8.280748995453756
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.004444,-0.001769250797224231,-8.280748995453756
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.176107,-0.0013412478438112885,-6.28233349862016
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.177574,0.0010127683854079805,4.708951733964608
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.177626,0.0010127683854079805,4.708951733964608
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.178185,0.00037076396256452426,1.7113284887142164
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.232805,-0.0002712404675548896,-1.286294756536175
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.233683,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.234407,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.234928,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.236242,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.239597,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.395409,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.396101,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.397707,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.397861,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:37.398769,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:38.006405,0.0014407713388209231,6.707367230798202
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:38.006498,0.0016547728155273944,7.706574979215
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:38.006578,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:38.006599,-0.001769250797224231,-8.280748995453756
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:38.006622,-0.001769250797224231,-8.280748995453756
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:39.160372,0.00037076396256452426,1.7113284887142164
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:39.629036,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.441889,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.441889,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.442009,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.442318,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.442329,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.442371,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.443302,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.443445,-5.7238990848418325e-05,-0.28708700811937793
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.443548,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.443686,-5.7238990848418325e-05,-0.28708700811937793
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.443798,-0.0009132448903983459,-4.2839180017865655
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:41.444029,-5.7238990848418325e-05,-0.28708700811937793
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:42.004072,0.0014407713388209231,6.707367230798202
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:42.004145,0.0016547728155273944,7.706574979215
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:42.004221,-0.0004852419442613609,-2.285502504952973
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:42.004240,-0.001769250797224231,-8.280748995453756
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:42.004265,-0.001769250797224231,-8.280748995453756
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:42.473806,0.0005847654319950379,2.710536237131013
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:42.474096,0.0014407713388209231,6.707367230798202
6,,LAPTOP-JU4M3I0E,Microsoft-Windows-RPC,2020-09-18T14:02:42.474163,0.0018687742922338657,8.705782727631794
