EventID,Channel,Computer,Provider,TimeCreated,PC1,PC2
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:28:42.711006,-4.580743309925765,-1790.099066194586
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.000311,895.8097423889908,45.709467738859985
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.110470,55.809761389248706,45.88813064045189
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.190584,-484.1902263963002,46.00298536290347
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.270700,651.8097479081134,45.76136505789373
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.350815,507.80975116530044,45.791992983880846
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.581146,339.8097549653521,45.82772556419923
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.661263,-1248.1902091151135,46.165483525779564
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.731363,-140.19023417735798,45.92981865082311
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.811478,855.8097432937652,45.71797549607891
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.891594,-2028.1901914720172,46.33138479154286
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:17.971708,607.8097489033648,45.77072359083422
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.041809,-116.19023472022263,45.924713996491846
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.121923,307.8097556891712,45.83453176997409
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.202040,-64.19023589642893,45.91365391210775
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.282154,555.8097500795716,45.781783675218776
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.352255,511.809751074823,45.79114220815927
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.432371,547.8097502605265,45.78348522666238
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.522501,-2244.1901865862365,46.377326680523765
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.662703,1167.8097362365265,45.65161498977341
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.742817,1223.8097349698428,45.63970412966728
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.822931,-712.1902212390874,46.051479579049555
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.893032,715.8097464604748,45.747752646344
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:18.973148,-312.19023028682886,45.96640200686306
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:19.063278,-1080.190212915165,46.12975094546118
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:19.143393,207.8097579511068,45.855801163020715
1,Microsoft-Windows-Sysmon/Operational,IEWIN7,Microsoft-Windows-Sysmon,2019-05-27T01:29:19.233522,-1552.1902022388297,46.23014248064101
